PRODUCT_CODE,PRODUCT_VARIANT,PRODUCT_COLOR,Unnamed: 5,Unnamed: 6,PRODUCT_NAME,PRODUCT_TYPE,PRODUCT_PACKING_INFO,PRODUCT_ATTRIBUTES,UTS,MATCHED_FILE_PATH
NCC,2,A02,JCYA,#BP01##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JBYB,#BP02##CLA02##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JDYB,#BP02##CLA02##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JDYC,#BP03##CLA02##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JAYB,#BP02##CLA02##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JBYF,#BP06##CLA02##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JCYB,#BP02##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JBYD,#BP04##CLA02##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JFYA,#BP01##CLA02##PR01##UC60#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 20+20  IMI:1+2:JF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JAYE,#BP05##CLA02##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JAYA,#BP01##CLA02##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JCYC,#BP03##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JEYB,#BP02##CLA02##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JFYE,#BP05##CLA02##PR01##UC60#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 20+20  IMI:1+2:JF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JCYE,#BP05##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JDYF,#BP06##CLA02##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JCYD,#BP04##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JCYF,#BP06##CLA02##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A02,JDYA,#BP01##CLA02##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A2   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYA,#BP01##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYD,#BP04##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JBYD,#BP04##CLA03##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYA,#BP01##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JCYC,#BP03##CLA03##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYE,#BP05##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYD,#BP04##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYC,#BP03##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JEYE,#BP05##CLA03##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JEYC,#BP03##CLA03##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JBYF,#BP06##CLA03##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYB,#BP02##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JCYF,#BP06##CLA03##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JBYC,#BP03##CLA03##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JEYF,#BP06##CLA03##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYF,#BP06##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JCYE,#BP05##CLA03##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JCYD,#BP04##CLA03##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JFYB,#BP02##CLA03##PR01##UC60#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 20+20  IMI:1+2:JF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYC,#BP03##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JEYD,#BP04##CLA03##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 15 ADET IMI:4:D   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JDYF,#BP06##CLA03##PR01##UC58#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+15 IMI:1+2:JD   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYE,#BP05##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JFYF,#BP06##CLA03##PR01##UC60#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 25 ADET IMI:4:F   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 20+20  IMI:1+2:JF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JEYA,#BP01##CLA03##PR01##UC59#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 15+15 IMI:1+2:JE   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JBYE,#BP05##CLA03##PR01##UC56#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 20 ADET IMI:4:E   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+10 IMI:1+2:JB   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JCYA,#BP01##CLA03##PR01##UC57#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: YOK IMI:4:A   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 10+10 IMI:1+2:JC   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JFYC,#BP03##CLA03##PR01##UC60#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 10 ADET IMI:4:C   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 20+20  IMI:1+2:JF   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
NCC,2,A03,JAYB,#BP02##CLA03##PR01##UC55#,NOVA COMPO C,DENTAL KOMPOZİT DOLGU MATERYALİ,NOVA C C 8X4G SYR+5ML BOND+4X0.25 GNG+2G FLW+3ML ETC+50XBRS+4X4DISC+CHUK+LBK+TIP,ÇİFTLİ BONDİNG PLATFORMU: 5 ADET IMI:4:B   RENK: A3   IFU: E   UÇ SAYISI: UÇ MAVİ METAL+SİYAH METAL 5+5 IMI:1+2:JA   ,KAYITLI,C:\Users\orcun\Desktop\codebase\instructions\NOVA_COMPO_C.txt
